(941, 22)
(948, 56)
(948, 78)
(955, 22)
(958, 22)
(959, 22)
(961, 22)
(962, 22)
(964, 22)
(964, 106)
(965, 22)
(968, 22)
(969, 22)
(970, 22)
(971, 22)
(971, 89)
(976, 22)
(977, 22)
(977, 81)
(979, 22)
(981, 22)
(984, 22)
(985, 110)
(993, 22)
(994, 22)
(999, 22)
(1000, 22)
(1004, 22)
(1011, 22)
(1013, 22)
(1016, 22)
(1017, 22)
(1020, 22)
(1022, 22)
(1024, 22)
(1026, 22)
(1028, 22)
(1030, 22)
(1035, 88)
(1038, 96)
(1044, 128)
(1047, 22)
(1048, 22)
(1048, 42)
(1051, 22)
(1054, 22)
(1057, 167)
(1062, 49)
(1064, 50)
(1072, 22)
(1073, 176)
(1074, 22)
(1076, 22)
(1077, 73)
(1079, 109)
(1082, 116)
(1084, 22)
(1085, 22)
(1090, 22)
(1091, 22)
(1092, 22)
(1097, 94)
(1101, 22)
(1102, 123)
(1105, 91)
(1106, 88)
(1109, 103)
(1130, 68)
(1132, 22)
(1139, 22)
(1144, 22)
(1147, 169)
(1148, 22)
(1149, 22)
(1150, 22)
(1151, 22)
(1152, 22)
(1153, 22)
(1154, 22)
(1157, 22)
(1160, 22)
(1162, 66)
(1174, 22)
(1179, 22)
(1179, 112)
(1180, 22)
(1183, 22)
(1185, 72)
(1187, 67)
(1191, 22)
(1204, 22)
(1205, 22)
(1205, 283)
(1206, 128)
(1209, 22)
(1213, 22)
(1216, 22)
(1217, 134)
(1218, 115)
(1220, 111)
(1221, 22)
(1224, 22)
(1226, 127)
(1232, 75)
(1254, 96)
(1260, 22)
(1262, 22)
(1262, 123)
(1264, 22)
(1267, 22)
(1268, 22)
(1279, 80)
(1290, 22)
(1298, 91)
(1328, 177)
(1329, 132)
(1330, 245)
(1333, 22)
(1336, 22)
(1339, 22)
(1362, 77)
(1387, 119)
(1405, 22)
(1407, 22)
(1409, 22)
(1416, 22)
(1416, 100)
(1417, 22)
(1430, 78)
(1439, 31)
(1467, 122)
(1553, 119)
(1897, 22)
(1901, 22)
(1902, 22)
(1905, 22)
(1909, 22)
(5701, 67)
(5701, 1009)
(5705, 50)
(5706, 59)
(5706, 67)
(5710, 64)
(5724, 12)
(5724, 88)
(5725, 89)
(5725, 96)
(5725, 1010)
(5726, 88)
(5733, 12)
(5733, 88)
(5738, 21)
(5738, 111)
(5738, 118)
(5766, 48)
(5768, 81)
(5768, 1011)
(5771, 154)
(5812, 11)
(5812, 73)
(5836, 51)
(5859, 74)
(5859, 1010)
(5876, 74)
(5895, 75)
(5896, 74)
(5911, 73)
(5918, 96)
(5918, 112)
(5918, 1045)
(5930, 11)
(5930, 73)
(5932, 54)
(5934, 110)
(5942, 116)
(5946, 91)
(5946, 97)
(5963, 79)
(6010, 24)
(6010, 116)
(6020, 116)
(6020, 1078)
(6038, 126)
(6092, 103)
(6106, 70)
(6106, 82)
(6118, 22)
(6118, 82)
(6118, 98)
(6130, 70)
(6191, 20)
(6191, 92)
(6191, 988)
(6274, 104)
(6676, 106)
(6811, 122)
(6908, 144)
(7025, 129)
(7025, 1010)
(7620, 68)
(7689, 68)
(7735, 132)
(7771, 134)
(7773, 19)
(7773, 170)
(7796, 34)
(7809, 10)
(7809, 150)
(7847, 18)
(7847, 85)
(7855, 98)
(7868, 107)
(7874, 145)
(7879, 349)
(7879, 515)
(7880, 557)
(7882, 389)
(7890, 103)
(7890, 135)
(7893, 106)
(7893, 113)
(7894, 106)
(7894, 433)
(7900, 115)
(7900, 524)
(7902, 115)
(7902, 116)
(7904, 437)
(7912, 131)
(7922, 135)
(7978, 415)
(7992, 13)
(7992, 137)
(7992, 138)
(8002, 165)
(8009, 187)
(8021, 12)
(8021, 13)
(8021, 170)
(8029, 170)
(8029, 171)
(8029, 402)
(8035, 388)
(8039, 726)
(8043, 439)
(8065, 519)
(8078, 173)
(8078, 465)
(8088, 312)
(8092, 432)
(8094, 404)
(8098, 580)
(8099, 565)
(8123, 444)
(8126, 616)
(8137, 772)
(8204, 516)
(8210, 502)
(8221, 533)
(8228, 618)
(8252, 510)
(8274, 450)
(8279, 460)
(8334, 512)
(8420, 544)
(8732, 106)
(8777, 312)
(8862, 13)
(8862, 137)
(8882, 159)
(8904, 111)
(9837, 274)
(9857, 460)
(9858, 405)
(9873, 449)
(9882, 556)
(9962, 541)
(9971, 430)
(9976, 416)
(10010, 530)
(10013, 620)
(10015, 408)
(10030, 641)
(10092, 675)
(10098, 486)
(10102, 620)
(10114, 677)
(10134, 617)
(10265, 559)
(11745, 657)
(11745, 894)
(11746, 984)
(11748, 678)
(11760, 689)
(11766, 846)
(11770, 1012)
(11844, 413)
(11895, 625)
(11901, 431)
(11905, 1011)
(11909, 663)
(11931, 827)
(11944, 528)
(11958, 692)
(11960, 467)
(11964, 840)
(11965, 765)
(11989, 703)
(11992, 709)
(12003, 1010)
(12070, 698)
(12076, 767)
(12087, 876)
(12094, 951)
(12118, 1012)
(12140, 641)
(12145, 781)
(12200, 825)
(12286, 799)
(13703, 595)
(13723, 655)
(13724, 594)
(13739, 658)
(13748, 960)
(13828, 1009)
(13837, 554)
(13842, 1018)
(13876, 1006)
(13879, 1026)
(13881, 534)
(13896, 865)
(13958, 1010)
(13964, 849)
(13968, 872)
(13980, 1007)
(14000, 1009)
(14131, 801)
